<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220307,03:50:00,1.3211000,1.3215000,1.3207000,1.3214000,5483
20220307,03:55:00,1.3214000,1.3215000,1.3204000,1.3208000,6211
20220307,04:00:00,1.3208000,1.3209000,1.3197000,1.3201000,7222
20220307,04:05:00,1.3201000,1.3206000,1.3193000,1.3199000,11965
20220307,04:10:00,1.3199000,1.3202000,1.3193000,1.3202000,11151
20220307,04:15:00,1.3202000,1.3206000,1.3197000,1.3204000,10671
20220307,04:20:00,1.3204000,1.3204000,1.3191000,1.3199000,14238
20220307,04:25:00,1.3200000,1.3205000,1.3189000,1.3197000,17633
20220307,04:30:00,1.3197000,1.3202000,1.3191000,1.3195000,14156
20220307,04:35:00,1.3195000,1.3203000,1.3191000,1.3198000,11981
20220307,04:40:00,1.3198000,1.3202000,1.3190000,1.3198000,13525
20220307,04:45:00,1.3198000,1.3199000,1.3189000,1.3196000,10089
20220307,04:50:00,1.3196000,1.3199000,1.3189000,1.3193000,12914
20220307,04:55:00,1.3193000,1.3194000,1.3181000,1.3193000,14450
20220307,05:00:00,1.3193000,1.3202000,1.3191000,1.3201000,9473
20220307,05:05:00,1.3201000,1.3202000,1.3192000,1.3201000,8835
20220307,05:10:00,1.3201000,1.3203000,1.3195000,1.3201000,7985
20220307,05:15:00,1.3201000,1.3207000,1.3195000,1.3205000,8155
20220307,05:20:00,1.3205000,1.3210000,1.3201000,1.3205000,9666
20220307,05:25:00,1.3205000,1.3206000,1.3194000,1.3197000,8414
20220307,05:30:00,1.3198000,1.3203000,1.3195000,1.3199000,7660
20220307,05:35:00,1.3200000,1.3205000,1.3196000,1.3203000,9673
20220307,05:40:00,1.3203000,1.3204000,1.3196000,1.3200000,6697
20220307,05:45:00,1.3200000,1.3200000,1.3189000,1.3195000,8328
20220307,05:50:00,1.3195000,1.3197000,1.3185000,1.3191000,7455
20220307,05:55:00,1.3191000,1.3198000,1.3187000,1.3197000,8219
20220307,06:00:00,1.3197000,1.3200000,1.3192000,1.3198000,8307
20220307,06:05:00,1.3198000,1.3199000,1.3190000,1.3194000,8301
20220307,06:10:00,1.3194000,1.3199000,1.3192000,1.3196000,6652
20220307,06:15:00,1.3196000,1.3198000,1.3192000,1.3197000,7645
20220307,06:20:00,1.3197000,1.3200000,1.3192000,1.3199000,8922
20220307,06:25:00,1.3199000,1.3208000,1.3195000,1.3207000,8362
20220307,06:30:00,1.3208000,1.3222000,1.3202000,1.3214000,14856
20220307,06:35:00,1.3214000,1.3215000,1.3205000,1.3208000,11476
20220307,06:40:00,1.3208000,1.3211000,1.3204000,1.3211000,8458
20220307,06:45:00,1.3211000,1.3213000,1.3204000,1.3208000,7275
20220307,06:50:00,1.3208000,1.3212000,1.3204000,1.3210000,6727
20220307,06:55:00,1.3210000,1.3213000,1.3206000,1.3210000,6098
20220307,07:00:00,1.3210000,1.3210000,1.3203000,1.3208000,5129
20220307,07:05:00,1.3208000,1.3211000,1.3202000,1.3207000,7560
20220307,07:10:00,1.3206000,1.3209000,1.3203000,1.3207000,6686
20220307,07:15:00,1.3207000,1.3208000,1.3202000,1.3206000,6705
20220307,07:20:00,1.3206000,1.3209000,1.3203000,1.3207000,3769
20220307,07:25:00,1.3207000,1.3209000,1.3202000,1.3204000,6229
20220307,07:30:00,1.3205000,1.3207000,1.3201000,1.3206000,4552
20220307,07:35:00,1.3206000,1.3209000,1.3202000,1.3208000,4859
20220307,07:40:00,1.3208000,1.3210000,1.3204000,1.3207000,4493
20220307,07:45:00,1.3208000,1.3210000,1.3204000,1.3208000,4354
20220307,07:50:00,1.3208000,1.3211000,1.3204000,1.3211000,4224
20220307,07:55:00,1.3211000,1.3212000,1.3206000,1.3211000,3809
20220307,08:00:00,1.3212000,1.3217000,1.3210000,1.3215000,6112
20220307,08:05:00,1.3215000,1.3216000,1.3210000,1.3214000,3728
20220307,08:10:00,1.3214000,1.3214000,1.3208000,1.3213000,4364
20220307,08:15:00,1.3212000,1.3216000,1.3208000,1.3214000,5401
20220307,08:20:00,1.3214000,1.3222000,1.3211000,1.3219000,8592
20220307,08:25:00,1.3220000,1.3224000,1.3215000,1.3218000,7016
20220307,08:30:00,1.3219000,1.3220000,1.3211000,1.3215000,6439
20220307,08:35:00,1.3215000,1.3215000,1.3208000,1.3211000,5277
20220307,08:40:00,1.3211000,1.3213000,1.3205000,1.3212000,7137
20220307,08:45:00,1.3212000,1.3214000,1.3204000,1.3209000,5397
20220307,08:50:00,1.3209000,1.3213000,1.3206000,1.3211000,6067
