<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220103,11:05:00,84.6525000,84.6525000,84.3880000,84.5240000,1011
20220103,11:10:00,84.5240000,84.5495000,84.3880000,84.5410000,954
20220103,11:15:00,84.5375000,84.5410000,84.3200000,84.5070000,1030
20220103,11:20:00,84.4985000,84.4996000,84.3200000,84.4730000,802
20220103,11:25:00,84.4730000,84.4730000,84.1500000,84.2699000,854
20220103,11:30:00,84.3050000,84.3400000,84.1160000,84.3030000,938
20220103,11:35:00,84.3030000,84.3540000,84.1160000,84.3200000,1088
20220103,11:40:00,84.2810000,84.3795000,84.2180000,84.3476000,735
20220103,11:45:00,84.3455000,84.3710000,84.1500000,84.3452000,632
20220103,11:50:00,84.3025000,84.4289000,84.1840000,84.4272000,690
20220103,11:55:00,84.3650000,84.4815000,84.2520000,84.4609000,458
20220103,12:00:00,84.4000000,84.4815000,84.2860000,84.4730000,639
20220103,12:05:00,84.4730000,84.4730000,84.2860000,84.4645000,691
20220103,12:10:00,84.4645000,84.5070000,84.4154000,84.4985000,452
20220103,12:15:00,84.4985000,84.5240000,84.4584000,84.5175000,630
20220103,12:20:00,84.5155000,84.5410000,84.4791000,84.5350000,439
20220103,12:25:00,84.5325000,84.5325000,84.3200000,84.4305000,585
20220103,12:30:00,84.4305000,84.4305000,84.2180000,84.3625000,873
20220103,12:35:00,84.3550000,84.3880000,84.2180000,84.3710000,609
20220103,12:40:00,84.3710000,84.3880000,84.2180000,84.3550000,778
20220103,12:45:00,84.3550000,84.3845000,84.2180000,84.3388000,641
20220103,12:50:00,84.3710000,84.3795000,84.2959000,84.3710000,531
20220103,12:55:00,84.3710000,84.3965000,84.2840000,84.3276000,768
20220103,13:00:00,84.3625000,84.3880000,84.1840000,84.3625000,764
20220103,13:05:00,84.3625000,84.3795000,84.1840000,84.3540000,834
20220103,13:10:00,84.3540000,84.3550000,84.2979000,84.3300000,502
20220103,13:15:00,84.3370000,84.3548000,84.2629000,84.3030000,497
20220103,13:20:00,84.3030000,84.3416000,84.1160000,84.3300000,872
20220103,13:25:00,84.3370000,84.3370000,84.1500000,84.3285000,801
20220103,13:30:00,84.3285000,84.3336000,84.1500000,84.3200000,578
20220103,13:35:00,84.3200000,84.3540000,84.1840000,84.3375000,660
20220103,13:40:00,84.3375000,84.3375000,84.1840000,84.3115000,541
20220103,13:45:00,84.3115000,84.3285000,84.1500000,84.3285000,622
20220103,13:50:00,84.3200000,84.4274000,84.2908000,84.4220000,638
20220103,13:55:00,84.4150000,84.4289000,84.2520000,84.3965000,547
20220103,14:00:00,84.3965000,84.4166000,84.2520000,84.4050000,615
20220103,14:05:00,84.4050000,84.4560000,84.2520000,84.4220000,619
20220103,14:10:00,84.4220000,84.4220000,84.1840000,84.3115000,757
20220103,14:15:00,84.3115000,84.3880000,84.2520000,84.3710000,623
20220103,14:20:00,84.3710000,84.4135000,84.2180000,84.3880000,696
20220103,14:25:00,84.3880000,84.4040000,84.2520000,84.3310000,564
20220103,14:30:00,84.3710000,84.3795000,84.2180000,84.3625000,323
20220103,14:35:00,84.3625000,84.3710000,84.2180000,84.3540000,515
20220103,14:40:00,84.3540000,84.3710000,84.2180000,84.3455000,416
20220103,14:45:00,84.3455000,84.3710000,84.2997000,84.3370000,294
20220103,14:50:00,84.3375000,84.3397000,84.1840000,84.2734000,605
20220103,14:55:00,84.2775000,84.2775000,84.1160000,84.2520000,718
20220103,15:00:00,84.2520000,84.2520000,84.0820000,84.2435000,489
20220103,15:05:00,84.2435000,84.2605000,84.1979000,84.2479000,568
20220103,15:10:00,84.2435000,84.2775000,84.2066000,84.2628000,469
20220103,15:15:00,84.2690000,84.2775000,84.2074000,84.2775000,500
20220103,15:20:00,84.2775000,84.2860000,84.2151000,84.2775000,445
20220103,15:25:00,84.2775000,84.2814000,84.1160000,84.2715000,418
20220103,15:30:00,84.2775000,84.3332000,84.2369000,84.3285000,517
20220103,15:35:00,84.3285000,84.3629000,84.1500000,84.3629000,643
20220103,15:40:00,84.3625000,84.3795000,84.1840000,84.3457000,634
20220103,15:45:00,84.3455000,84.3902000,84.3141000,84.3640000,533
20220103,15:50:00,84.3710000,84.3965000,84.2180000,84.3965000,515
20220103,15:55:00,84.3965000,84.4500000,84.2860000,84.4036000,596
